,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Quantity,,,Comercial,,,,Current Date in Cell to the right,,,11-Dec-15,Contact,,
S/N,KAM,Company,New Account,Region,Segment,Vertical,Sub-Vertical, Product , Mobile Plans ,Sales Stage,Capacity, Unit , QTY , NRC , Unit MRC , Total MRC , ARC , Date Identified (mm/dd/yy) , Date Closed (mm/dd/yy) , Duration if Closed , Number of Days in Pipeline (Ageing) ,Name,Phone no,Email address
2602,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2603,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2604,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2605,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2606,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2607,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2608,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2609,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2610,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2611,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2612,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2613,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2614,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2615,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2616,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2617,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2618,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2619,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2620,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2621,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2622,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2623,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2624,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2625,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2626,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2627,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2628,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2629,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2630,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2631,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2632,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2633,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2634,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2635,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2636,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2637,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2638,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2639,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2640,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2641,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2642,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2643,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2644,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2645,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2646,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2647,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2648,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2649,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2650,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2651,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2652,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2653,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2654,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2655,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2656,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2657,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2658,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2659,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2660,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2661,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2662,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2663,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2664,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2665,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2666,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2667,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2668,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2669,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2670,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2671,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2672,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2673,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2674,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2675,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2676,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2677,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2678,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2679,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2680,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2681,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2682,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2683,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2684,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2685,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2686,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2687,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2688,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2689,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2690,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2691,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2692,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2693,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2694,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2695,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2696,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2697,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2698,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2699,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2700,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2701,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2702,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2703,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2704,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2705,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2706,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2707,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2708,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2709,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2710,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2711,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2712,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2713,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2714,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2715,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2716,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2717,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2718,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2719,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2720,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2721,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2722,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2723,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2724,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2725,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2726,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2727,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2728,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2729,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2730,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2731,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2732,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2733,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2734,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2735,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2736,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2737,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2738,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2739,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2740,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2741,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2742,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2743,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2744,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2745,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2746,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2747,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2748,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2749,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2750,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2751,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2752,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2753,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2754,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2755,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2756,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2757,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2758,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2759,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2760,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2761,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2762,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2763,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2764,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2765,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2766,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2767,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2768,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2769,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2770,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2771,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2772,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2773,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2774,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2775,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2776,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2777,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2778,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2779,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2780,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2781,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2782,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2783,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2784,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2785,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2786,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2787,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2788,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2789,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2790,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2791,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2792,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2793,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2794,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2795,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2796,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2797,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2798,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2799,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2800,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2801,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2802,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2803,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2804,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2805,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2806,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2807,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2808,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2809,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2810,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2811,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2812,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2813,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2814,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2815,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2816,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2817,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2818,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2819,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2820,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2821,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2822,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2823,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2824,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2825,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2826,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2827,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2828,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2829,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2830,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2831,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2832,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2833,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2834,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2835,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2836,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2837,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2838,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2839,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2840,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2841,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2842,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2843,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2844,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2845,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2846,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2847,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2848,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2849,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2850,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2851,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2852,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2853,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2854,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2855,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2856,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2857,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2858,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2859,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2860,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2861,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2862,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2863,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2864,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2865,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2866,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2867,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2868,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2869,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2870,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2871,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2872,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2873,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2874,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2875,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2876,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2877,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2878,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2879,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2880,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2881,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2882,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2883,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2884,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2885,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2886,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2887,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2888,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2889,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2890,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2891,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2892,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2893,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2894,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2895,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2896,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2897,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2898,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2899,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2900,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2901,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2902,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2903,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2904,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2905,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2906,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2907,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2908,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2909,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2910,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2911,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2912,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2913,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2914,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2915,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2916,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2917,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2918,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2919,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2920,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2921,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2922,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2923,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2924,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2925,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2926,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2927,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2928,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2929,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2930,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2931,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2932,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2933,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2934,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2935,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2936,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2937,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2938,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2939,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2940,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2941,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2942,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2943,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2944,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2945,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2946,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2947,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2948,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2949,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2950,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2951,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2952,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2953,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2954,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2955,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2956,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2957,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2958,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2959,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2960,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2961,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2962,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2963,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2964,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2965,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2966,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2967,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2968,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2969,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2970,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2971,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2972,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2973,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2974,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2975,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2976,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2977,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2978,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2979,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2980,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2981,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2982,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
2983,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
