,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Quantity,,,Comercial,,,,Current Date in Cell to the right,,,11-Dec-15,Contact,,
S/N,KAM,Company,New Account,Region,Segment,Vertical,Sub-Vertical, Product , Mobile Plans ,Sales Stage,Capacity, Unit , QTY , NRC , Unit MRC , Total MRC , ARC , Date Identified (mm/dd/yy) , Date Closed (mm/dd/yy) , Duration if Closed , Number of Days in Pipeline (Ageing) ,Name,Phone no,Email address
1466,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1467,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1468,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1469,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1470,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1471,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1472,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1473,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1474,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1475,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1476,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1477,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1478,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1479,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1480,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1481,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1482,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1483,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1484,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1485,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1486,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1487,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1488,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1489,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1490,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1491,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1492,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1493,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1494,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1495,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1496,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1497,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1498,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1499,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1500,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1501,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1502,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1503,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1504,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1505,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1506,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1507,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1508,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1509,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1510,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1511,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1512,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1513,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1514,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1515,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1516,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1517,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1518,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1519,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1520,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1521,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1522,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1523,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1524,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1525,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1526,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1527,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1528,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1529,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1530,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1531,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1532,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1533,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1534,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1535,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1536,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1537,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1538,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1539,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1540,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1541,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1542,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1543,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1544,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1545,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1546,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1547,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1548,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1549,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1550,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1551,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1552,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1553,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1554,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1555,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1556,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1557,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1558,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1559,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1560,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1561,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1562,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1563,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1564,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1565,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1566,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1567,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1568,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1569,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1570,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1571,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1572,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1573,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1574,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1575,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1576,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1577,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1578,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1579,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1580,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1581,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1582,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1583,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1584,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1585,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1586,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1587,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1588,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1589,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1590,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1591,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1592,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1593,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1594,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1595,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1596,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1597,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1598,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1599,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1600,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1601,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1602,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1603,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1604,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1605,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1606,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1607,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1608,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1609,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1610,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1611,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1612,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1613,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1614,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1615,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1616,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1617,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1618,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1619,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1620,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1621,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1622,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1623,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1624,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1625,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1626,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1627,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1628,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1629,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1630,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1631,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1632,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1633,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1634,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1635,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1636,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1637,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1638,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1639,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1640,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1641,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1642,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1643,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1644,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1645,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1646,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1647,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1648,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1649,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1650,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1651,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1652,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1653,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1654,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1655,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1656,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1657,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1658,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1659,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1660,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1661,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1662,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1663,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1664,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1665,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1666,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1667,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1668,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1669,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1670,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1671,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1672,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1673,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1674,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1675,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1676,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1677,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1678,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1679,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1680,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1681,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1682,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1683,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1684,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1685,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1686,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1687,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1688,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1689,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1690,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1691,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1692,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1693,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1694,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1695,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1696,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1697,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1698,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1699,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1700,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1701,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1702,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1703,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1704,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1705,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1706,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1707,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1708,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1709,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1710,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1711,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1712,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1713,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1714,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1715,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1716,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1717,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1718,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1719,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1720,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1721,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1722,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1723,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1724,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1725,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1726,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1727,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1728,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1729,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1730,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1731,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1732,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1733,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1734,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1735,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1736,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1737,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1738,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1739,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1740,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1741,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1742,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1743,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1744,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1745,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1746,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1747,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1748,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1749,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1750,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1751,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1752,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1753,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1754,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1755,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1756,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1757,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1758,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1759,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1760,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1761,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1762,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1763,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1764,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1765,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1766,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1767,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1768,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1769,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1770,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1771,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1772,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1773,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1774,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1775,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1776,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1777,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1778,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1779,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1780,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1781,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1782,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1783,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1784,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1785,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1786,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1787,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1788,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1789,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1790,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1791,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1792,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1793,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1794,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1795,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1796,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1797,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1798,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1799,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1800,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1801,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1802,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1803,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1804,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1805,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1806,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1807,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1808,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1809,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1810,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1811,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1812,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1813,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1814,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1815,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1816,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1817,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1818,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1819,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1820,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1821,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1822,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1823,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1824,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1825,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1826,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1827,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1828,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1829,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1830,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1831,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1832,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1833,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1834,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1835,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1836,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1837,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1838,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1839,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1840,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1841,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1842,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1843,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1844,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1845,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1846,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
1847,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
